_id,text
ObjectId(59fd5f00c1668e6f02250b80),And figure out how to get the feature you need in there.
ObjectId(59fd5f00c1668e6f02250b81),hello everyone! I'm using feathers rest and have come up with a problem I can't seem to figure out. How do you query for null dates? Ex:users?email_confirmed_at[$ne]=null I get a postgres error saying Invalid Date
ObjectId(59fd5f00c1668e6f02250b82),I can't figure it out at the moment.
ObjectId(59fd5f00c1668e6f02250b83),I’ve spent the last two days off and on trying to figure out how to do this but idk.
ObjectId(59fd5f00c1668e6f02250b84),"i havent been able to really figure out exactly how to customize a payload from a hook yet, i was messing around with it but was having issues"
ObjectId(59fd5f00c1668e6f02250b85),Ilya and I will try to figure it out tonight
ObjectId(59fd5f00c1668e6f02250b86),"Hey guys ! I would like to know if there is some webpack expert here ? I have build a little front with VueJS CLI (I know it’s more react here but the problem seems to be here with react-create-app). I wanted to serve a static pdf file onClick on a btn. But it’s not working. After some hours trying to figure it out I came to the fact that’s a webpack issue and how it render url for static file. I found this on S/O https://stackoverflow.com/questions/36643649/serving-static-pdf-with-react-webpack-file-loader But I have no clue how to implement it (I got error).
I'm serving up some static files like images and fonts, without any problem. When I try to do the same with a PDF file, I get an Error. ERROR in ./src/views/default/components/Footer.js c:\"
ObjectId(59fd5f00c1668e6f02250b87),"when I create multiple items using an array in create, they each fire off a ""created"" event. Which is awesome... But I was wondering.. does the socket-io get a payload from the server for each one ? or does the feathers-client figure it out and handle the create array to trigger an on created call for each one."
ObjectId(59fd5f00c1668e6f02250b88),"thank you, suppose I'll have to figure out how to handle this using promises"
ObjectId(59fd5f01c1668e6f02250b89),"in my example, I was mass importing data, and if there was an issue, like a database collision, I wanted to know what object had the issue.
.catch(err => {
   err.id = data._id;
   resolve(err);
})

then I could loop through, and look for the error code, if there was an error code, I could use the ""id"" to figure out what item errored."
ObjectId(59fd5f01c1668e6f02250b8a),"Well, in my case, I wanted to have a valid response, because I know some of the items would go in, and some would not. Since you cant provide both a 200 and 400 response code, I opted for the 200 and let the client figure out what was going on."
ObjectId(59fd5f01c1668e6f02250b8b),What's the best way to debug async hooks? I keep getting errors ('find' method returned invalid hook object). But I can't figure out the problem...
ObjectId(59fd5f01c1668e6f02250b8c),Hello everyone. can anyone help me figure out how to call a service method from another service method without invoking the hooks for the called service method?
ObjectId(59fd5f01c1668e6f02250b8d),"Hey, so I'm fairly new to feathers, trying to figure out how to set up a ""nested route"", like app/teams/{teamId}/members/"
ObjectId(59fd5f01c1668e6f02250b8e),yeah i've been digging through it for like 2 days now I can't seem to figure it out
ObjectId(59fd5f01c1668e6f02250b8f),"yeah, the code in the docs doesn't match the style of the generated app too, if I figure it out, you mind if I submit a pull request to clarify the docs a lil bit?"
ObjectId(59fd5f01c1668e6f02250b90),"Hi all, forgive my n00bness, trying to figure out all this cool new stuff with DoneJS and Feathers... In looking up a MySQL adapter, I ran across https://github.com/feathersjs/feathers-knex. But seeing as how I'm super dumb unless I actually see an example with _my type of database_ I'm not sure how to adjust it for the other DB's it says it supports. Anyone have a quick MySQL example they could help me out with?"
ObjectId(59fd5f01c1668e6f02250b91),"I actually paused that project to figure out feathers-auth-management, and I'm having a hell of a time with it, but once I get this working, I want to merge the two, so you can get invited/etc to one or multiple orgs."
ObjectId(59fd5f01c1668e6f02250b92),@luc.claustres I'm unable to figure out how to unit test a service by mocking the db
ObjectId(59fd5f01c1668e6f02250b93),"Looking at library tests, I'm unable to figure out things. It would be nice to checkout some realworld apps. _...sigh_"
ObjectId(59fd5f01c1668e6f02250b94),"Question regarding populate: I am trying to populate users that are in an array of results.
data = {
...fields,
results: [{user_id: 123}, {user_id: 124}, {user_id: 125}]
}

Trying to populate each user at
data.results[index].user_id
{
    service: 'users',
    nameAs: 'user',
    parentField: 'results.user_id',
    childField: 'results.user',
  }

this does not work, but not sure how to loop each result. I have read the docs and cannot figure this out, any help would be great!"
ObjectId(59fd5f01c1668e6f02250b95),if there's a working example already on github that would be very useful for me to get in there and figure out how it works 🙂
ObjectId(59fd5f01c1668e6f02250b96),i've been trying to figure it out but I don't think it's possible
ObjectId(59fd5f01c1668e6f02250b97),@rjp commented on @rjp’s file Service route to another Service: So I’m trying to figure out the best way to do this. I really don’t need or want to have a ticker/x path - but if it is necessary to generate a service for x I need to restrict any external calls to that path. End result I would like to accomplish is a POST with params to /ticker
ObjectId(59fd5f01c1668e6f02250b98),"Hey... I was away for a bit, but I'm still trying to figure out the best way to test a reset password path with feathers-authentication-management, wondering if anyone has any experience with that?"
ObjectId(59fd5f01c1668e6f02250b99),"Hey guys, I am running up against a brick wall on an authentication error. Wondering if anyone would have time to help me hunt it down. Essentially I am trying to create a user, and my server is trying to authenticate my user before creating. which is obviously failing. Very odd… but my console.trace() runs me up against “<anonymous>” code which means I cant get out of the “feathers-authentication” module and figure out where the call is originating."
ObjectId(59fd5f01c1668e6f02250b9a),"There’s nothing async there is there? Although, in general wrapping something that already returns a promise into a new Promise isn’t a great practise anyway. I’m pretty sure we’ll all just be using async/await before we figure out all the Promise “best practises” anyway"
ObjectId(59fd5f01c1668e6f02250b9b),"Now you can try to figure it out. You are trying to connect to a remote db - ther are 50 different things that can get in your way - firewalls, network proxies, permissions, etc."
ObjectId(59fd5f01c1668e6f02250b9c),"I'm not sure what 172.28.204.170 - but it's not localhost, and it results in a timeout on my end too. You need to figure out what that is. localhost should be 127.0.0.1"
ObjectId(59fd5f01c1668e6f02250b9d),"@freeline Could you show more code, because I can't figure it out by only that."
ObjectId(59fd5f01c1668e6f02250b9e),Many thanks. I did still not figure out why events do not fire after running the hooks...
ObjectId(59fd5f01c1668e6f02250b9f),"I'm using feathers-mongoose and I have an object with an array of nested objects. Ex.
{
   key: value,
  [
    { status: 'working on it', itemNumber: 1 },
    { status: 'finished', itemNumber: 2 }
  ]
}

I'm wanting to do a patch to update a property on one of the nested objects (like update the status on itemNumber 1). I can't seem to figure it out. Can anyone offer any help?"
ObjectId(59fd5f67c1668e6f02250ba0),"4ware uploaded a file: Upload Problems and commented: Hi! I'm trying to build an upload service for my app via tdd. I've inserted the code above but all it return is: '""Route: /uploads - Page not found"" What am i doing wrong?"
ObjectId(59fd5f67c1668e6f02250ba1),"Hi guys, Quick question... is 2.1.1 the latest 'auk' version for feathers? Trying to port over some existing code to the new version before I get too far down the line."
ObjectId(59fd5f67c1668e6f02250ba2),I am trying to make a query where $in and a field equals a value
ObjectId(59fd5f67c1668e6f02250ba3),"hi, i'm trying to make an api call with PUT to update an entry but its not accepting the ""id"" field change that I want to make."
ObjectId(59fd5f67c1668e6f02250ba4),"I'm not ""explicitly"" trying to get the deleted records. It's the populate hook 🙂"
ObjectId(59fd5f67c1668e6f02250ba5),"Seems I can't do even a simple find to query by createdAt using neDB @eddyystop, @marshall - any ideas? Essentially I'm trying to get this record:
{""title"":""A task"",""pauseInfo"":[],""createdAt"":{""$$date"":1491562049007},""userId"":""IUD3PXjG8ko5JqQb"",""_id"":""r0qw1958mh8U87jB""}

Hmm, perhaps I can use dot notation? Gonna look into that 🙂"
ObjectId(59fd5f67c1668e6f02250ba6),"@daffl could you help @tbanner15 ? His original comment was ""hi, i'm trying to make an api call with PUT to update an entry but its not accepting the ""id"" field change that I want to make. [12:03] how can I update the id field? [12:04] i tried a patch as well and that also didn't work."""
ObjectId(59fd5f67c1668e6f02250ba7),"Hey guys, I'm trying to use feathers in Angular. I try to instantiate feathers but i get this error: ERROR in D:/WebDev/realtime-chat/angular-src/src/app/core/services/feathers.service.ts (17,17): Cannot invoke an expression whose type lacks a call signature. Type 'typeof ""D:/WebDev/realtime-chat/angular-src/node_modules/feathers-client/index""' has no compatible call signatures. Relevant code:
constructor() {
    this._app = feathers() // Initialize feathers
      .configure(rest(HOST).superagent(superagent)) // Fire up rest
      .configure(hooks()) // Configure feathers-hooks
      .configure(authentication({
        storage: window.localStorage // Set storage of token
      }));
  }
"
ObjectId(59fd5f67c1668e6f02250ba8),"That did the trick @dancancro ! Although now I lose my REST capabilities right? Not so experienced with Feathers yet, trying to build my first app."
ObjectId(59fd5f67c1668e6f02250ba9),oh yeah… I was trying to debug that
ObjectId(59fd5f67c1668e6f02250baa),"Does anyone here have experience using oauth2, feathers, and nginx reverse-proxy? I'm trying to understand why I get a mismatch_uri while using nginx."
ObjectId(59fd5f67c1668e6f02250bab),"Hello! I'm trying to use the populate hook along with the feathers-mongoose service. I have two collections in the database in the format: goods: {_id, name, ..., vendor: ObjectId} vendors: {_id, name, ...} I want vendors to be populated when requesting goods. I use the hook as described in the documentation:"
ObjectId(59fd5f67c1668e6f02250bac),"Hey everyone - I'm trying to restrict the find method on my users service to query current user only. I'm using the method queryWithCurrentUser but when I get /users it returns an error containing ""Current user is missing '_id' field"". However, my users all have an _id field."
ObjectId(59fd5f68c1668e6f02250bae),Try it with DEBUG and then print your user object just before trying to access _id
ObjectId(59fd5f68c1668e6f02250bad),kickstarter uploaded a file: Untitled
ObjectId(59fd5f68c1668e6f02250baf),"kickstarter commented on kickstarter’s file Untitled: Hi guys, i was trying to create a middleware on feather but never called, don't understand why in the file /middleware/index.js"
ObjectId(59fd5f68c1668e6f02250bb0),so I’m kind of trying to avoid the ‘bloated utils folder’ code disease 😄
ObjectId(59fd5f68c1668e6f02250bb1),"hey, i was trying to implement soft delete and i found it’s code in feather hooks.
var softDelete = exports.softDelete = function softDelete(field) {
  return function (hook) {
    (0, _utils.checkContext)(hook, 'before', ['remove', 'find'], 'softDelete');

    if (hook.method === 'find') {
      hook.params.query = hook.params.query || {};
      (0, _utils.setByDot)(hook.data, (field || 'deleted') + '.$ne', true); // include non-deleted items only
      return hook;
    }

    hook.data = hook.data || {};
    (0, _utils.setByDot)(hook.data, field || 'deleted', true); // update the item as deleted

    return undefined.patch(hook.id, hook.data, hook.params).then(function (data) {
      hook.result = data; // Set the result from patch as the method call result
      return hook; // Always return the hook or undefined
    });
  };
};
"
ObjectId(59fd5f68c1668e6f02250bb2),this is with the stock hooks on the user service trying to remove the password from the json response.
ObjectId(59fd5f68c1668e6f02250bb3),"""jwt audience invalid. expected: https://theproductionDomain.com""

The audience is only set to that in the production.json. I'm trying to make the audience localhost:3000 for development (my dev server). I've changed the name of the audience in both json documents but it always expects the same domain. What am I overlooking?"
ObjectId(59fd5f68c1668e6f02250bb4),"Sounds like it. That’s not standard behaviour at all (esp. _body in a response). Also, you are totally free to use whatever combination of REST or websockets you want. But if you want real-time you have to establish a websocket connection anyway so why not use it to also make request. That’s one of the points Feathers is trying to make."
ObjectId(59fd5f68c1668e6f02250bb5),"@genyded I'm studying two examples, each with some of the characteristics I want to learn. (1) https://github.com/implustech/famn (Angular2, ngrx/store, Observables, Material Design WebSocket-based messages data table), and (2) https://github.com/eddyystop/feathers-starter-react-redux-login-roles (feathers-client, feathers-reduxify-authentication, feathers-reduxify-services). I'm trying to add these examples into my project (3) https://github.com/dancancro/great-big-angular2-example/tree/fixauth-famn (Angular's Http service and ngrx effects (like sagas)) With WebSockets, I think I'd not be using ngrx/effects since that's the case in example (1) and I think that reworking my features for that would take more thinking than just replacing my simple json file backend with Feathers, but I'm starting to think this is where my understanding is off. I'm also new to MongoDB and Mongoose. I looked at NeDB but didn't see an advantage there that offset having to find another way of seeding data so I stuck with Mongo. My gets are working but patch and put aren't. I'm trying to do that here: https://github.com/dancancro/great-big-angular2-example/blob/fixauth-famn/client/app/core/services/rest.service.ts#L81 Having two parallel Feathers apps on the client seems perfectly fine with me if that's possible. My plan was to have a singleton Angular FeatherService with properties for each. I didn't get too far into doing that before asking here. If it's possible, I'll do that."
ObjectId(59fd5f68c1668e6f02250bb6),@marshall Been trying to find a solution but with no luck.
ObjectId(59fd5f68c1668e6f02250bb7),"Hi all, is it possible it do a service method lookup inside a filter? I'm currently trying to filter my data with a hook.app.service().find() query inside my filter, but it refuses to run..."
ObjectId(59fd5f68c1668e6f02250bb8),I am trying to keep an inventory count
ObjectId(59fd5f68c1668e6f02250bb9),"hey everyone, I'm still trying to get my head around the feathers hooks/services mentality, so sorry if this question is a bit dumb. What's the ""feathers way"" to structure my app to handle messages that instruct the app to do something with existing data (but don't contain any data)? For example, in my scenario users can create an order (I have this working fine), and once it is paid for then the order gets offered to a bunch of other users. One of those other users will hopefully accept the order, and the app can set order.assignedTo to that user. Users can also reject the order in which case another user will be offered it. Do I do all this in hooks? or should each of these messages be a separate service?"
ObjectId(59fd5f68c1668e6f02250bba),"I was trying to extend via es6 classes a mongodb service, but didn’t work"
ObjectId(59fd5f68c1668e6f02250bbb),"Hey guys, I'm trying to integrate swagger documentation in an API that uses rethinkdb, but all the feathers-swagger documentation -which is already working on my end- uses feathers-memory to setup the service, but when I try to do it with feathers-rethinkdb way (let service = service(options)) the swagger part is not reflecting the documentation, has anyone integrated both feathers-rethinkdb and feathers-swagger before?"
ObjectId(59fd5f68c1668e6f02250bbd),"Hi everyone, just came over to feathers from meteor, and wondering about feathers-seeder I am trying to seed multiple mongo documents, and related documents. Retailer(s) have many Product(s) using template does one, using templates accepts an array of documents .... I created this gist: https://gist.github.com/camstuart/43a87411b6ec2a557c642ce83437e7ee can anybody provide a sample (without using faker) of loading multiple seeds?"
ObjectId(59fd5f68c1668e6f02250bbc),"hey guys, why would my authenticate service return 401 Unauthorized (No auth token) when trying to login? http://localhost:5000/authentication via POST, Content-Type: application/x-www-form-urlencoded"
ObjectId(59fd5f68c1668e6f02250bbe),"I have NODE_ENV set to production… but it appears that it’s trying to connect to the dabase at 127.0.0.1 , which is NOT the url I have in production.json"
ObjectId(59fd5f68c1668e6f02250bbf),what I understood is that feathers is trying to connect to couch at this address: ECONNREFUSED 127.0.0.1:5984
ObjectId(59fd5f68c1668e6f02250bc0),Are you logging what CouchDB is actually trying to connect to?
ObjectId(59fd5f68c1668e6f02250bc1),I have never used CouchDB but my guess is that the connection string hasn’t been passed properly and it’s trying to use its default.
ObjectId(59fd5f68c1668e6f02250bc2),"Is there a way I can pass a parameter to find methods without applying a ""select"" query? I'd like to do something like
query: {
  onlyLatest: true
}

But this means select rows where onlyLatest === true, whereas I only want to send a flag to conditionally run a hook. I'm trying to get the latest record by createdAt - anyone covered this before? Thanks 🙂"
ObjectId(59fd5f69c1668e6f02250bc3),"hi. I'm trying to build feathers-client authentication service with websockets and I cant't get the token saved to localStorage (although I can see the token in ws-frames). Actually, the promise created by 'feathers.authenticate(credentials)' does not get resolved (Error message: Authentication timed out at http://localhost:4200/vendor.bundle.js:92754:18 [angular]). Can someone give me a clue of what might be wrong? I'm out of ideas. Here's the code (I'm using Angular2 for client app) https://github.com/AMashoshyna/Kottans_Web_Game/blob/auth-service/src/app/services/api-realtime.service.ts#L40"
ObjectId(59fd5f69c1668e6f02250bc4),Are you trying to include your non-query props inside the query for feathers-reactive?
ObjectId(59fd5f69c1668e6f02250bc5),"Hello, I am trying to use a children Schema with mongoose, but when I PATCH. It replaces all the records of the sub document. Does anyone have any idea how to PATCH specific itens of subdocuments?"
ObjectId(59fd5f69c1668e6f02250bc6),"Im trying to keep it DRY... So somehow I have to get to the app object, so I figured to get to it through hook object"
ObjectId(59fd5f69c1668e6f02250bc7),"i have been trying to get this to work: https://docs.feathersjs.com/guides/advanced/file-uploading.html however, i am receiving a 404 error when posting to localhost:3030/uploads"
ObjectId(59fd5f69c1668e6f02250bc8),"Hi everyone. I am trying to use sequelize (mysql) as the database and for some services we need to do ""INSERT"" into multiple tables. so 1)I have no idea how to work with the service.create method. What is the correct place to add such piece of code? 2) I see that ""app.use('/transactions', service(options))"" generated when I add a new service <-- should I add the transactionService.create method somewhere nearby? Thanks"
ObjectId(59fd5f69c1668e6f02250bc9),"Guys, probably a noob question, but how do I access one of my Services, lets say 'users' inside a custom middleware? I'm trying to modify a user using a custom endpoint and I create a middleware for this endpoint but I'm strungling to find a way to handle the change."
ObjectId(59fd5f69c1668e6f02250bca),"I have an external api that has multiple end points, so I broke down my services based on them. ie. api-accounts.service.js, api-transactions.service.js etc. My first question is, should I do this or should I make one service with more advanced queries? My second question is, what is the suggested route for rate limiting? The service only allows up to 60 requests per second. I used to do it like so with rxjs:
 request$.rateLimit(2, 1000, true).subscribe(value => console.log('value'))

rateLimit is a custom rxjs operator with args: (budget, time, shouldBuffer) that allows me to select how many requests (budget) for a given amount of time (time in ms). I'm trying to do something similar to this."
ObjectId(59fd5f69c1668e6f02250bcb),@genyded I am not trying to populate data from a relationship. I am aiming to re-use one service for two different endpoints.
ObjectId(59fd5f69c1668e6f02250bcc),netcitrus: You have to create a custom Verifier for feathers-authentication-local to do what you’re trying to do.
ObjectId(59fd5f69c1668e6f02250bcd),"What I'm trying to achieve is when the user create something, store their id alongside with the data they create in a nedb"
ObjectId(59fd5f69c1668e6f02250bce),"Hi guys. I'm trying to build a Contacts app, in which the user data is stored in a SQL db, and the contacts data of each user is stored in a nedb (it seems to me this is a awkward design decision, but it's not my call). Is it possible to create a service that relies on another service (to authenticate the user with jwt)?"
ObjectId(59fd5f69c1668e6f02250bcf),I’m trying to set up a socket io connection client side without the feathers client module and have it plug into a backend that has feathers implemented. Is this possible? Based on this page: https://docs.feathersjs.com/api/socketio.html it seems like it is. My main concern right now is authentication. How is authentication handled on a vanilla socket.io front end to plug in correctly with a feathers backend?
ObjectId(59fd5f69c1668e6f02250bd0),hey marshall thank you for the response! i’m realizing trying to re-implement the feathers-authentication-client might not be the best approach. perhaps you could help me with the current issue i’m encountering. the app I’m working on actually has feathers implemented on the client side. The issue that I’ve discovered is that either socket.io or feathers frequently quits attempting to reconnect after losing connection (half the time it just keeps retrying the other half it just gives up after like 3-4 attempts). Overall I feel like it is better to have control over how often we retry a connection anyways. After reading up on socket.io documentation I realized I could manually attempt reconnections and then simply turn off the setting for socket.io to automatically attempt reconnections. This worked except it introduced another issue and that was since feathers wraps around the socket manager if a connection wasn’t established on the first try there would be no retries (since the automatic retry had been turned off since i’m using a manual retry) and I’m assuming somewhere under the hood feathers is running socketManager.connect() but I don’t have access to the callback to tell the app what to do if it is a failed connect.
ObjectId(59fd5f69c1668e6f02250bd1),"@instanceofmichael you're trying to keep API endpoints available, right?"
ObjectId(59fd5f69c1668e6f02250bd2),"I am trying to setup an environment so I can debug, and I don't know how to do that. Do I need to install Webpack or something? Webstorm ?"
ObjectId(59fd5f69c1668e6f02250bd3),"ops, I already added a comment trying-to-make-sure-that-a-json-request-that-404-s-still-returns-json-but-nuxt-is-still-eb3a6d752946"" target=""_bank"">https://medium.com/@SpaceGazebo/im-trying-to-make-sure-that-a-json-request-that-404-s-still-returns-json-but-nuxt-is-still-eb3a6d752946"
ObjectId(59fd5f69c1668e6f02250bd4),"The thing is that I am trying to understand how to use the framwork, I am reading the tutorials but I am not able to grasp it"
ObjectId(59fd5f69c1668e6f02250bd5),@marshall hi there .. I have the basics.. I am just trying to traverse the code
ObjectId(59fd5f69c1668e6f02250bd6),"I am still trying to understand what is the bigger image, i will go through it. I din't get the point of how & why do we need hooks / services on the client side"
ObjectId(59fd5f69c1668e6f02250bd7),it's like i am reading a line and trying to guess that it does
ObjectId(59fd5f6ac1668e6f02250bd8),So what is the problem exactly? You are trying to use a custom id property on a mongoose adapter?
ObjectId(59fd5f6ac1668e6f02250bd9),"You are not trying to get that middleware running with a WebSocket call, right?"
ObjectId(59fd5f6ac1668e6f02250bda),"hey guys, I’m trying to customize my verifier, but I’m not allowd to import the verifier in my authentication.js file, how can I work around this? https://docs.feathersjs.com/api/authentication/jwt.html#customizing-the-verifier"
ObjectId(59fd5f6ac1668e6f02250bdb),"I played with that, but then it removes the column for all locations. I'm trying to use this service with the column more then once. One view needs a few columns while the other needs them all. So I'm trying to do that here
serviceArticles.find({
                //TODO filter other columns
                query: {
                    category_id: 1,
                    status_id: 1,
                    $sort: {
                        article_rating: 1,
                        article_at: 2
                    },
                    $select: [
                        'article_code',
                        'article_at',
                        ['article_description_' + this.curLanguage, 'article_description']
                    ],
                    $limit: 250
                }
            })
In the ""todo"" part I tried include with something simular to the $select but it does nothing"
ObjectId(59fd5f6ac1668e6f02250bdc),"Sure. Could you tell me, so I have a point of reference, are you using feathers trying to add Ember? Or are you using Ember trying to add feathers?"
ObjectId(59fd5f6ac1668e6f02250bdd),Not using either yet - trying to develop a new app and starting with both from scratch. I'm attracted to feathers because it makes the realtime updating of the models seemingly easy and transparent - saves me from having to write my own socket.io transport code to notify my client of updates side by side with the usual ajax loading of records from my server.
ObjectId(59fd5f6ac1668e6f02250bde),"well, you define foo after trying to log it?"
ObjectId(59fd5f6ac1668e6f02250bdf),I'm still trying to get authentication working using feathers-vuex
ObjectId(59fd5f6ac1668e6f02250be0),I'm stuck trying to access the JWT from the server side
ObjectId(59fd5f6ac1668e6f02250be1),Hello trying to create a Custom Verifier but I am unable to create or update and existing entry in the DB would like some assistance
ObjectId(59fd5f6ac1668e6f02250be2),I'm trying to do it 'manually' with a Nuxt plugin
ObjectId(59fd5f6ac1668e6f02250be3),That's a good lesson learned for me. Not trying to make one single application that can do everything 😛
ObjectId(59fd5f6ac1668e6f02250be4),"Don't feel bad, I'm getting slapped around right now with trying to implement passport-steam into my app"
ObjectId(59fd5f6ac1668e6f02250be5),I'm trying to create a simple application with basic CRUD operations. But I'm starting to get a bit lost in the Node world. I've had my fair share of front-end development a few years back and getting back into it.
ObjectId(59fd5f6ac1668e6f02250be6),I'm just trying to utilize the already available socket.io identifying ID which is in a string format
ObjectId(59fd5f6ac1668e6f02250be7),as of now I am trying to see if I can remove the not-found-handler() & handler() at runtime & then re-register it
ObjectId(59fd5f6ac1668e6f02250be8),I’m trying to debug a library and it would be great to have this information
ObjectId(59fd5f6ac1668e6f02250be9),"Trying to authenticate with the 'username' users field instead of the 'email' one, I end-up with this error message: info: after: users - Method: create info: error: authentication - Method: create: Missing credentials Anyone knows what might be the problem?"
ObjectId(59fd5f6ac1668e6f02250bea),"I'm trying to use queryWithCurrentUser with my many to many (through) table, however it doesn't like the above 'users.id' any idea how to express this?"
ObjectId(59fd5f6ac1668e6f02250beb),"@ekryski yes it would be a good idea to escape all config values with ""\\"" when on windows to prevent that kind of issue. Cause honestly this kind of bugs are quite difficult to figure out (spent many hours yesterday trying to understand what was wrong with my feathers configuration)"
ObjectId(59fd5f6ac1668e6f02250bec),"In other new, I have an issue I posted about over on Stack Overflow about socket authentication giving me trouble. I'm mostly trying to learn feathers, so I think I just missed something... would be very grateful if ppl took a look 😄 http://stackoverflow.com/questions/43898049/feathers-authentication-via-post-works-but-socket-doesnt"
ObjectId(59fd5f6ac1668e6f02250bed),"Yeah maybe someone else can chime in about the reasoning behind it, but from what I've read from the docs and stuff feathers isn't trying to assume too much about what people want to do, for example when authenticating they no longer return the user by default. In this case, similar reasoning can be applied to the default return value for UPDATE/PATCH probably. It seems pretty application-specific for what to return (I wonder if they're supposed to return something based on a spec of REST?)"
ObjectId(59fd5f6ac1668e6f02250bee),@rondaniel what are you trying to do?
ObjectId(59fd5f6ac1668e6f02250bef),"Hi, probably a simple answer to this. I’m trying to query using a boolean. So, something like /messages?read=false. Although there is a record there that should work, Feathers does not return any results."
ObjectId(59fd5f6ac1668e6f02250bf0),@eddyystop sorry you've lost me. I'm trying to use the feathers api
ObjectId(59fd5f6ac1668e6f02250bf1),"@smixx I'm still stuck on trying to authenticate, mind if I share some code?"
ObjectId(59fd5f6ac1668e6f02250bf2),"@eddyystop Im trying to do the following but can't with lean set to true
   return this.app
      .service(""lineitem"")
      .patch(id, data)
      .then(item => {
        return item.save();
      })
      .then(item => {
        return {
          item: item
        };
      });
"
ObjectId(59fd5f6bc1668e6f02250bf3),I'm trying to figure out how to deal with this for the swift sdk but I've been hitting a wall
ObjectId(59fd5f6bc1668e6f02250bf4),I am trying to build a preview for email templates and I am stuck. All of Email building is done on the server. I am stuck and don't have a good idea on how to approach this. Here is what I want to do:
ObjectId(59fd5f6bc1668e6f02250bf5),"in the case where the user was trying to access a restricted page or ressource, yes"
ObjectId(59fd5f6bc1668e6f02250bf6),"Hi everyone, I am creating a 1on1 chat app where guests will be able to submit a chat request to support reps. I am trying to think about how to design it. I thought to create the following services: ChatRoom, ChatMessage, ChatRequest. guests will submit chat requests and wait until a support rep accept the request. when a support rep accepts the request, a ChatRoom will be created (should it be created on after ChatRequest patch hook , i.e. when chat request accepted?) Guests will listen for ChatRoom service and wait for their request to be accepted. (Do I neeed to use Event Filters here to make sure the correct signal for starting the chat is sent to the right user amd not to all clients?) When the chat actually starts, will I need to use Event Filters so ChatMesseages will be sent to the correct clients?"
ObjectId(59fd5f6bc1668e6f02250bf7),"Hi! I’m making an appointments system with Feathers (it’s awesome btw!) but I’m struggling with a complex query. I’m using MySql and Knex with Feathers. I’m trying to translate this MySql query
select * from appointments where id_calendar = 1 and status = 1 and 
( ( start_datetime >= ""2017-05-15T10:00:00"" and end_datetime <= ""2017-05-15T10:25:00"" ) or 
  ( start_datetime <= ""2017-05-15T10:00:00"" and end_datetime >=  ""2017-05-15T10:00:00"" ) or 
  ( start_datetime >= ""2017-05-15T10:00:00"" and end_datetime >= ""2017-05-15T10:25:00"" ) ) limit 1000;

to the Feathers querying object:
query: {
  id_calendar: calendarID,
  status: 1,
  $or: [
    { start_datetime: { $gte: startingTime }, end_datetime: { $lte: endingTime } },
    { start_datetime: { $lte: startingTime }, end_datetime: { $gte: startingTime } },
    { start_datetime: { $gte: startingTime }, end_datetime: { $gte: endingTime } },
  ],
  $limit: 1000
}

But the results are different and the OR command is not being processed as I would imagine. What am I doing wrong?"
ObjectId(59fd5f6bc1668e6f02250bf8),Hey. I'm trying to dockerize the feathers and came across this https://github.com/feathersjs/feathers-docs/issues/63
ObjectId(59fd5f6bc1668e6f02250bf9),"Yeah I think so. I’d need to refresh my brain. Just going off the cuff here. Might be app.io.on('authenticated', fn)… but yes that could work. It really depends on what you are trying to do after authentication"
ObjectId(59fd5f6bc1668e6f02250bfa),"chrisg: 🤔 how do you have your socket initialized? Make sure you’re not passing a forceNew: true option. Other than that, it definitely works inside the feathers-auth-client. What are you trying to do?"
ObjectId(59fd5f6bc1668e6f02250bfb),I’m trying to see if I can find an example of someone using it in feathers
ObjectId(59fd5f6bc1668e6f02250bfc),"I'm not sure you have provided an opportunity for the community to help you, what exactly are you trying to do and what errors are you experiencing?"
ObjectId(59fd5f6bc1668e6f02250bfd),"I’m trying to use it for user registration - https://www.npmjs.com/package/bcrypt-nodejs
A native JS bcrypt library for NodeJS."
ObjectId(59fd5f6bc1668e6f02250bfe),What are you trying to accomplish?
ObjectId(59fd5f6bc1668e6f02250bff),"Hi Guys, I'm still trying to figure out how feathers works. I'm trying to figure out how to pass query parameters into hooks. What I'm trying to do is I have a database of posts, and I want to retrieve all posts of a specific ID. Am I looking at it the right way?"
ObjectId(59fd5f6bc1668e6f02250c00),i guess i was trying to restrict what the client can do
ObjectId(59fd5f6bc1668e6f02250c01),"im just trying to learn but yes, it would be a single page application"
ObjectId(59fd5f6bc1668e6f02250c02),"As @smixx just pointed out, feathers-mongoose already supports what you’re trying to do."
ObjectId(59fd5f6bc1668e6f02250c03),I am getting confused when trying to perform any db command in feathers. as I understand we should interact with the DB only with services no?
ObjectId(59fd5f6bc1668e6f02250c04),"Hi all, I am using NeDB as the current Database for my app, I am trying to use https://docs.mongodb.com/manual/reference/operator/update/addToSet/ however it doesn't work for me.
$addToSet — MongoDB Manual 3.4"
ObjectId(59fd5f6bc1668e6f02250c05),"I am trying to learn as best as possible, trying to build a good understanding.. spending lots of hours reading."
ObjectId(59fd5f6bc1668e6f02250c06),We understand and that striving is what causes real learning. I'm just saying its not efficient to spend hours trying to debug something when a short question might answer things.
